序號	單元	答案	題目
591	3	2	在Windows 2003作業系統中，關於「網路」的相關敘述，下列何者不正確？(1)在Windows 2003中可以設定直接以纜線連接(2)在Windows 2003中一定要透過網路上才能上網(3)Windows 2003 Server是一種主從式架構(4)Windows 2003可以設定為對等式架構。
592	3	134	下列何者為IPv6的封包型式？(1)Unicast(2)Broadcast(3)Multicast(4)Anycast。
593	3	12	下列何者為IPv6正確的位址表示方式？(1)BCE9::5241(2)AB39::2(3)1A7E::257D:39AC::3456(4)5::25D:25::6。
594	3	124	關於「IPv6」的敘述，下列何者正確？(1)具自動設定機制(2)整合IPSec加密協定(3)封包的表頭長度固定為32Bytes(4)提供2的128次方的位址。
595	3	124	下列應用程式與通訊協定的對應關係，何者為正確？(1)Internet Explorer vs. HTTP(2)Filezilla vs. FTP(3)Ping vs. SMTP(4)Putty vs. SSH。
596	3	123	根據IANA的規定，下列通訊協定與常用埠號 (Well-Known Port Number) 的組合，何者為正確？(1)FTP:21(2)DNS:53(3)HTTP:80(4)DHCP:76。
597	3	1234	)在Windows Server 2008 R2作業系統中，關於「唯讀網域控制站」(RODC)的敘述，下列何者正確？(1)RODC只能接受複寫進來的資料(2)AD資料庫的內容不包含使用者的密碼(3)AD資料庫的內容具有唯讀屬性(4)可用本機系統管理員的身份管理RODC。
598	3	124	在Windows Server 2008 R2作業系統中，關於「網路存取保護」(Network Access Protect)的敘述，下列何者正確？(1)確認連線電腦的健康狀態(State of Health)是否符合健康原則(2)可對於「不健康」的電腦進行修正(3)所有「不健康」的電腦皆不能取得任何服務(4)目的是保護網路和電腦安全。
599	3	124	在Windows Server 2008 R2作業系統中，關於「Hyper-V」技術的敘述，下列何者正確？(1)採用Intel VT技術的CPU支援Hyper-V功能(2)採用AMD VT技術的CPU支援Hyper-V功能(3)一部電腦僅能模擬成1部虛擬機器(4)能彈性改變虛擬機器的數量及配置。
600	3	24	在Windows Server 2008 R2作業系統中，關於「備份還原程式」(Windows Server Backup)的敘述，下列何者正確？(1)可還原NTBackup所備份資料(2)可指定要備份的磁碟區(3)可備份到磁帶(4)可備份到DVD光碟。
601	3	14	在Linux環境中，要卸載或退出光碟機，可使用下列何者命令？(1)umount(2)unmount(3)reject(4)eject。
602	3	2	在Windows 2003作業系統中，如果要檢視本機的IP位址、子網路遮罩、預設的通訊閘等設定，可執行下列那一個程式？(1)ftp(2)ipconfig(3)ping(4)route。
603	3	124	在Linux環境中，要重新開機，可使用下列哪些指令？(1)reboot(2)shutdown-r(3)shutdown-h(4)init6。
604	3	12	在Linux環境中，要查詢磁碟使用狀況，可使用下列哪些指令？(1)df(2)du(3)dl(4)freedisk。
605	3	234	在Linux環境中，要備份Linux系統本身或檔案，可使用下列哪些指令？(1)tape(2)tar(3)dump(4)cpio。
606	3	234	在Linux環境中，要顯示CPU使用狀況，可使用下列哪些指令？(1)free(2)top(3)sar(4)vmstat。
607	3	2	在Windows 2003作業系統中，如果開啟「網路上的芳鄰」，看得到「整個網路」圖示，卻無法看到網路上的任何一台電腦，以下何者為可能的原因？(1)本機沒有設定分享的資料夾(2)開機時沒有登入某一個網域(3)開機時沒有登入網路(4)開機時未設定電腦圖示。
608	3	3	在Windows 2003作業系統中，如果按一次Ctrl+Alt+Del，會發生以下何者狀況？(1)重新開機(2)關機(3)出現工作管理員視窗(4)不會改變任何狀態。
609	3	1	在Windows 2003作業系統中，用來偵測本端主機和遠端主機間的網路是否為連通狀態，可以使用以下那個指令？(1)ping(2)ipconfig(3)telnet(4)route。
610	3	4	在Windows 2003作業系統中，要查詢本機電腦在網路上的TCP/IP組態設定值，應使用那一個指令？(1)ping(2)route(3)telnet(4)ipconfig。
611	3	4	在Windows 2003作業系統中，如果要將本機電腦A的印表機開放另一台電腦B共用，則下列敘述何者不正確？(1)在電腦B中必須在新增印表機中選取網路印表機(在電腦A下)(2)電腦A和電腦B的使用者均須在開機時以帳號、密碼登入(3)電腦B使用者必須要有電腦A印表機的密碼(4)電腦A和電腦B必須要設定相同群組。
612	3	1	(本題刪題)在Windows 2003作業系統中，如果要將本機電腦A的資料夾開放另一台電腦B共用，則下列敘述何者不正確？(1)共用的資料夾僅提供唯讀而無法寫入的權限(2)電腦A和電腦B的使用者均須在開機時以帳號、密碼登入(3)電腦B使用者必須要有電腦A共用資料夾的密碼(4)電腦A和電腦B必須要設定相同群組。
613	3	1	在Windows 2003作業系統中，通常觀察光碟片中檔案的屬性，必具備以下那一種屬性？(1)唯讀(2)保存(3)隱藏(4)系統。
614	3	4	在Windows 2003作業系統中，如果檔案是屬於系統檔案，則該檔案的預設屬性，下列何者不正確？(1)系統(2)唯讀(3)隱藏(4)保留。
615	3	4	在Windows 2003作業系統中，關於「檔案副檔名」的敘述，下列何者不正確？(1)組態設定值檔案的副檔名為.INI(2)系統檔案的副檔名為.SYS(3)輔助說明檔案的副檔名為.HLP(4)驅動程式檔案的副檔名為.DDL。
616	3	4	在Windows 2003作業系統中，如果要讓兩台電腦做點對點(Peer to Peer)連接並共享檔案，則必須完成下列那一個設定？(1)設定相同IP位址(2)設定相同電腦名稱(3)設定相同帳號和密碼(4)設定相同群組。
617	3	3	在Windows 2003作業系統中，關於「螢幕解析度」的敘述，下列何者不正確？(1)解析度的設定值和電腦所插的顯示卡有關(2)設定解析度愈高，則螢幕上的物件愈小(3)解析度640X480，後一個數值480是指水平方向的像素個數(4)設定解析度愈小，則螢幕上的物件愈少。
618	3	2	在Windows 2003作業系統中，如果要製作一片「系統復原磁片」，下列那一項敘述正確？(1)在「檔案總管」中設定(2)在開始功能表的製作備份中設定(3)在「我的電腦」中設定(4)在「控制台」的「系統」中設定。
619	3	3	在Windows 2003作業系統中，如果要對不同使用者設定個人化的項目，下列何者不在設定範圍？(1)桌面資料夾與文件功能表(2)「我的最愛」資料夾(3)所顯示的字型(4)「My Documents」資料夾。
620	3	1	在Windows 2003下，如果想要提供資源共用給特定的人，下列何者不是正確的設定？(1)要設定共用者級存取控制(2)要設定print and file sharing for Microsoft network服務(3)要設定使用者級存取控制(4)不一定要設定網域位置。
621	3	2	在Windows 2003作業系統中，如果要針對不同使用者設定個人化的項目，可在「控制台」的那一個項目中設定？(1)網路(2)使用者帳號(3)密碼(4)資料夾選項。
622	3	4	在Windows 2003作業系統中，關於「網路的設定」，下列何者不正確？(1)設定時選取「控制台」中的「網路連線」圖示上按二下(2)必須安裝TCP/IP元件(3)必需安裝網路配接卡(4)沒有接網路卡則無法上網。
623	3	1	在Windows 2003中，如果想要切換使用中的應用軟體，可以使用以下那一個按鍵？(1)Alt+Tab(2)Shift+Alt(3)Ctrl+Alt(4)Ctrl+Shift。
624	3	2	下列何者是Windows 2003用來協助管理兩台電腦之間的檔案資料，並隨時保有最新的檔案資料？(1)檔案總管(2)公事包(3)我的電腦(4)網路上的芳鄰。
625	3	3	RPM是RedHat所提出的檔案包裝規格，對於一個名稱為rpptfoes-8.1-1.1.1.noarch.rpm的RPM檔案，以下敘述何者正確？(1)是PowerPC系統專用(2)是64位元主機專用安裝檔(3)不限特定主機皆可安裝(4)是Intel相容指令集專用。
626	3	1	在Windows 2003作業系統中，有關「檔案總管」的操作，下列敘述何者不正確？(1)無法將資料夾中的檔案搬移到「資源回收筒」資料夾中(2)按右鍵選取「我的電腦」，在快顯功能表中選「內容」，相當於選「控制台」中的「系統」(3)按右鍵選取「網路上的芳鄰」，在快顯功能表中選「內容」，相當於選「控制台」中的「網路連線」(4)按右鍵選取「資源回收筒」，在快顯功能表中選「內容」，可以設定「資源回收筒」25的容量。
627	3	4	在Windows 2003作業系統中，如果修改系統的日期和時間，則以下敘述何者正確？(1)每次開機要重新設定(2)當機後才要重新設定(3)即使一段很長的時間不使用電腦，也不需重新設定日期和時間(4)日期和時間會被寫入BIOS的CMOS中。
628	3	2	在Windows 2003作業系統中，如果要設定電腦在連續15分鐘未被使用時，會自動關閉硬碟電源，應該在「控制台」中何處設定？(1)系統(2)電源選項(3)使用者(4)顯示器。
629	3	2	在Windows 2003作業系統中，要對Registry進行本機或遠端編輯，應使用以下那一種軟體？(1)系統原則編輯程式(2)登錄編輯程式(3)系統資源程式(4)資源監視程式。
630	3	2	在Windows 2003作業系統中，如果執行「命令提示字元」後，要關閉、並回到Windows中，則應輸入那一個指令？(1)stop(2)exit(3)windows(4)end。
631	3	2	在Windows 2003作業系統中，若覺得電腦的執行效率不理想，想追蹤那個地方出了問題，可以使用下列何者以作為偵錯的監視器？(1)硬體監視器(2)系統監視器(3)磁碟監視器(4)資源監視器。
632	3	3	在Windows 2003中，如果要使您的電腦具備「隨插即用」的功能，電腦必須使用「隨插即用」的那一個元件去設定？(1)ROM(2)RAM(3)BIOS(4)CPU。
633	3	1	在Windows 2003中，用以輔助您「新增非印表機之裝置」的是以下那一種精靈？(1)新增硬體精靈(2)新增印表機精靈(3)新增/移除程式精靈(4)新增設備精靈。
634	3	4	(本題刪題)在Windows 2003作業系統中，如果要設定一個使用者帳戶可以「登入本機」，則應由以下何者中設定？(1)使用者網域(2)使用者群組(3)使用者權限(4)使用者權利原則。
635	3	3	在Windows 2003作業系統中，如果要設定一個使用者帳戶可以「改變檔案內容及刪除檔案」，則應由以下何者中設定？(1)使用者網域(2)使用者群組(3)使用者權限(4)使用者權利原則。
636	3	1	在Windows 2003作業系統中，在設定使用者帳戶的使用權限時，如果要設定使用者可以查看檔案內容、執行程式、改變檔案的內容、刪除檔案及改變檔案使用權限及變更所有權，應設定為下列那一種權限？(1)完全控制(2)不允許存取(3)變更(4)讀取。
637	3	1	在Windows 2003作業系統中，下列何者無法在「控制台」的「地區與語言選項」中加以設定？(1)繁體字和簡體字的使用(2)貨幣符號的表示方式(3)數字的表示方式(4)日期和時間的表示方式。
638	3	3	在Windows 2003作業系統中，在設定使用者帳戶的使用權限時，如果要設定使用者可以查看檔案內容、執行程式、改變檔案的內容、刪除檔案，但無法改變檔案使用權限及變更所有權，應設定為下列那一種權限？(1)完全控制(2)不允許存取(3)變更(4)讀取。
639	3	2	在Windows 2003作業系統中，如果要讓外界電腦透過電話線撥接進入伺服器使用該網路的資源，則應架設以下那一種伺服器？(1)應用伺服器(Application Server)(2)遠端存取伺服器(Remote Access Server)(3)網際網路資訊伺服器IIS(Internet Information Server)(4)FTP伺服器。
640	3	3	在Windows 2003作業系統中，如果在使用TCP/IP通訊協定時，要動態管理IP位址，則應架設以下那一種系統？(1)視窗網際網路名稱服務WINS(Windows Internet Name Service)(2)網域名稱伺服器DNS(Domain Name Server)伺服器(3)動態主機配置協定DHCP(DynamicHost Configuration Protocol)(4)應用伺服器(Application Server)。
641	3	4	在Windows 2003作業系統中，下列那一種系統負責整個網域中所有帳號和資源的管理中心？(1)動態主機配置協定DHCP(Dynamic Host Configuration Protocol)(2)網域名稱伺服器DNS(Domain Name Server)(3)網域備份控制站BDC(Backup Domain Controller)(4)網域主控制站PDC(Primary Domain Controller)。
642	3	1	Android開發工具不支援下列那一個作業系統？(1)FreeBSD(2)Linux(3)Windows(4)Mac OS X。
643	3	2	下列何者是Google所提供的Android開發工具？(1)Android Programming Editor(2)Android Development Toolkit(3)Android Programming Toolkit(4)Android Development Editor。
644	3	2	在Unix作業系統中，如果想要更改某一個檔案的名稱，可以使用以下那一個命令？(1)rm(2)mv(3)more(4)ls。
645	3	1	在Unix作業系統中，如果想要刪除某一個檔案，可以使用以下那一個命令？(1)rm(2)mv(3)del(4)erase。
646	3	1	在Unix作業系統中，欲列出目前已LOGIN系統的使用者，可使用下列那一個指令？(1)who(2)ls(3)pwd(4)mv。
647	3	1	在Unix作業系統中，想要列出所有檔案(包括隱藏檔)，應使用以下那一個命令？(1)ls -a(2)DIR/a(3)ls -1(4)ls -c。
648	3	2	在Windows 2003作業系統中，關於「FTP指令」的描述，下列何者不正確？(1)cd指令為切換遠端電腦的目錄(2)end指令可以終止和遠端電腦的連線(3)dir指令可以列出遠端電腦中的目錄，並包含其日期和大小等資料(4)delete指令可以刪除遠端電腦的檔案。
649	3	1	在Unix作業系統中，想要搜尋某個或多個指定的檔案，可使用以下那一個指令？(1)find(2)DIR(3)more(4)cp。
650	3	2	在Unix作業系統中，如果想要瀏覽某一文書檔的內容，可以使用以下那一個命令？(1)type(2)more(3)dir(4)ls。
651	3	1	在Linux作業系統中，下列那一個指令可列出目錄的內容？(1)ls(2)pwd(3)cp(4)ln。
652	3	2	關於「Linux作業系統」之敘述，下列何者錯誤？(1)Linux作業系統與UNIX作業系統相容(2)不支援TCP/IP通訊協定(3)Linux作業系統有提供免費的原始程式碼(4)可以在IBM-PC及相容的個人電腦上被安裝並執行。
